phrase_l;frq;word_mean_l
1;87;1.85
2;29;1.97
3;13;2.18
4;10;2.62
5;6;2.27
6;5;2.43
7;3;2.9
8;4;2.41
9;1;3.0
11;5;2.45
12;1;1.67
13;1;2.46
14;1;1.93
15;2;2.0
16;1;1.94
20;1;2.35
