phrase_l;frq;word_mean_l
1;42;2.12
2;17;2.41
3;8;2.58
4;4;2.69
5;5;2.36
6;1;3.5
7;4;2.25
9;3;2.41
10;2;2.4
12;2;2.58
15;4;2.4
19;2;2.97
22;1;2.73
24;1;2.67
38;1;2.61
