phrase_l;frq;word_mean_l
1;62;1.85
2;14;2.11
3;4;2.5
4;8;2.16
5;4;2.3
6;4;2.25
7;4;2.29
8;3;1.92
9;3;1.96
10;3;2.23
11;1;1.91
13;1;2.0
16;1;2.06
21;1;1.67
