phrase_l;frq;word_mean_l
1;307;2.04
2;75;2.28
3;36;2.19
4;38;2.16
5;25;2.23
6;16;2.17
7;20;2.16
8;13;2.29
9;7;2.25
10;11;2.21
11;5;2.4
12;3;2.25
13;6;2.23
14;2;2.57
15;5;2.27
17;1;2.41
18;2;2.61
20;3;2.07
21;1;2.24
25;1;2.2
27;1;2.44
28;1;2.36
31;2;2.44
33;1;2.52
48;1;1.81
49;1;2.53
