phrase_l;frq;word_mean_l
1;302;1.89
2;109;2.19
3;39;2.4
4;34;2.37
5;20;2.21
6;20;2.24
7;15;2.4
8;13;2.19
9;7;2.51
10;8;2.11
11;7;2.29
12;8;2.18
13;5;2.23
14;3;2.07
15;2;1.93
16;3;2.29
17;4;2.19
18;3;1.96
19;1;2.37
21;3;2.29
24;3;2.28
25;1;2.28
27;4;2.03
29;2;2.45
30;1;2.23
32;3;2.18
33;1;2.06
34;1;1.76
39;1;2.69
41;1;2.24
42;1;3.07
43;1;1.93
45;1;2.0
46;1;2.28
58;1;2.24
66;1;2.47
