phrase_l;frq;word_mean_l
1;299;1.94
2;88;2.23
3;47;2.3
4;29;2.29
5;34;2.26
6;22;2.06
7;10;2.26
8;13;2.09
9;11;1.93
10;7;2.21
11;9;2.18
12;10;2.23
13;8;2.12
14;4;2.25
15;4;2.17
16;4;2.16
17;5;2.14
18;3;2.24
20;2;2.12
21;2;2.26
22;2;2.3
24;2;2.19
25;1;2.12
26;2;2.06
30;1;2.2
37;1;2.3
39;1;2.56
64;1;2.11
