phrase_l;frq;word_mean_l
1;238;1.93
2;54;1.98
3;33;2.26
4;15;2.25
5;16;1.99
6;20;2.08
7;10;2.16
8;6;1.98
9;9;1.9
10;9;2.11
11;5;2.09
12;3;1.86
13;5;2.09
14;2;2.46
15;2;2.2
16;2;2.34
18;1;2.83
19;2;2.16
20;1;1.95
23;1;2.04
24;1;1.5
28;2;2.43
29;1;2.59
34;1;2.18
