phrase_l;frq;word_mean_l
1;399;2.2
2;130;2.23
3;52;2.32
4;39;2.5
5;43;2.36
6;31;2.35
7;20;2.24
8;15;2.35
9;5;2.29
10;9;2.7
11;3;2.36
12;3;2.0
13;2;2.38
14;3;2.26
15;4;2.57
16;3;2.06
17;4;2.49
19;2;2.34
20;1;1.85
21;1;2.24
22;4;2.42
26;1;2.81
35;1;2.89
