sent_l;frq;clause_mean_l
2;1;2.5
3;5;3.13
4;6;2.92
5;4;2.6
6;4;3.08
7;7;2.69
8;7;2.8
9;6;2.93
10;4;2.48
11;5;2.84
12;3;2.81
13;2;2.54
14;7;2.77
15;2;2.63
16;1;2.62
17;1;2.41
19;3;3.02
20;1;2.85
21;2;2.6
22;1;2.73
23;1;2.91
24;1;2.58
27;1;3.11
31;1;3.26
