sent_l;frq;clause_mean_l
1;1;4.0
2;17;3.0
3;32;2.77
4;36;2.54
5;38;2.64
6;34;2.69
7;35;2.79
8;31;2.64
9;10;2.84
10;20;2.5
11;3;3.39
12;7;2.92
13;8;2.6
14;3;2.6
15;8;2.54
16;1;2.88
17;2;2.44
18;2;2.31
19;1;2.05
20;1;3.0
21;1;3.48
23;1;3.39
