sent_l;frq;clause_mean_l
2;4;2.5
3;4;2.58
4;6;2.79
5;2;3.3
6;6;2.67
7;3;2.43
8;1;2.12
9;1;2.89
10;2;2.3
11;1;1.82
12;3;2.08
13;2;2.69
14;1;2.36
17;3;2.49
21;1;2.76
22;1;2.73
23;1;2.52
29;1;2.38
30;1;2.43
