sent_l;frq;clause_mean_l
2;14;2.86
3;26;2.87
4;36;2.81
5;35;2.81
6;26;2.59
7;28;2.88
8;26;2.73
9;21;2.75
10;10;2.97
11;13;2.74
12;11;2.88
13;6;2.74
14;10;2.74
15;5;3.03
16;2;2.59
17;4;2.84
18;1;2.06
19;2;2.79
24;1;3.12
27;1;2.56
