sent_l;frq;clause_mean_l
1;3;3.0
2;6;2.92
3;10;2.4
4;13;2.42
5;14;2.49
6;19;2.52
7;13;2.59
8;10;2.26
9;6;2.61
10;9;2.54
11;8;2.47
12;6;2.65
14;8;2.67
15;3;2.47
16;3;2.44
17;1;2.59
18;2;2.75
19;3;2.98
21;1;2.48
23;1;2.39
24;1;2.75
26;1;2.35
33;1;2.42
