sent_l;frq;clause_mean_l
1;1;1.0
2;9;3.06
3;18;2.69
4;27;2.83
5;28;2.61
6;30;2.8
7;16;2.54
8;15;2.58
9;17;2.73
10;12;2.63
11;10;2.73
12;4;2.35
13;3;3.08
14;3;3.26
15;2;2.77
16;2;2.81
17;3;3.12
19;3;3.07
20;2;3.0
21;1;2.43
23;1;2.43
25;1;2.52
26;1;2.92
32;1;2.81
