sent_l;frq;clause_mean_l
1;26;2.92
2;33;2.88
3;19;2.74
4;6;2.42
5;7;2.6
6;8;2.42
7;3;3.05
8;2;2.31
9;1;1.78
11;1;2.27
12;1;1.17
