sent_l;frq;clause_mean_l
1;537;3.12
2;592;2.78
3;336;2.67
4;145;2.63
5;101;2.76
6;49;2.84
7;27;2.95
8;18;2.87
9;10;2.31
10;2;2.4
11;5;2.69
12;3;2.19
14;2;2.89
15;1;1.93
16;1;3.94
24;1;0.62
