construct;frq;mean of constituent
1;238;1.93
2;54;1.98
3;33;2.26
4;15;2.25
5;16;1.99
6;20;2.08
7;10;2.16
8.6;15;1.93
10.36;14;2.1
12.9;10;2.1
21.71;14;2.24
