construct;frq;mean of constituent
1;707;2.0
2;203;2.0
3;126;2.13
4;69;2.16
5;60;2.08
6;47;2.29
7;28;2.24
8;22;2.24
9;24;2.34
10;17;2.11
11;11;2.19
12;15;2.06
13;10;2.22
14.47;17;2.22
17.3;10;2.18
23.62;16;2.2
