construct;frq;mean of constituent
1;299;1.94
2;88;2.23
3;47;2.3
4;29;2.29
5;34;2.26
6;22;2.06
7;10;2.26
8;13;2.09
9;11;1.93
10.56;16;2.19
12;10;2.23
13.33;12;2.16
16.08;13;2.16
26.39;18;2.21
