construct;frq;mean of constituent
1;243;2.11
2;58;2.36
3;28;2.43
4;22;2.52
5;17;2.34
6;21;2.25
7.64;25;2.39
9.5;12;2.29
11.83;12;2.28
15.0;11;2.23
21.8;20;2.4
