construct;frq;mean of constituent
1;302;1.89
2;109;2.19
3;39;2.4
4;34;2.37
5;20;2.21
6;20;2.24
7;15;2.4
8;13;2.19
9.53;15;2.3
11.53;15;2.23
13.7;10;2.12
17.0;10;2.15
23.92;12;2.21
39.44;16;2.28
