construct;frq;mean of constituent
1;16;3.44
2;32;2.56
3;64;2.48
4;85;2.26
5;82;2.2
6;52;2.19
7;47;2.19
8;25;2.2
9;17;2.19
10;12;2.21
11.4;15;2.21
13.18;11;2.07
18.09;11;2.15
