construct;frq;mean of constituent
1;17;3.35
2;83;2.46
3;122;2.43
4;135;2.25
5;125;2.26
6;140;2.17
7;81;2.17
8;53;2.13
9;41;2.23
10;20;2.1
11;18;2.11
12.63;19;2.16
15.69;13;2.1
