construct;frq;mean of constituent
1;151;3.17
2;467;2.53
3;765;2.4
4;758;2.29
5;720;2.24
6;596;2.22
7;416;2.2
8;261;2.2
9;190;2.23
10;102;2.18
11;73;2.22
12;46;2.18
13;53;2.16
14;21;2.1
15;19;2.18
16;15;2.24
17;15;2.04
18;11;2.3
19.5;14;1.96
22.0;11;2.22
26.0;11;1.96
38.2;10;2.32
