construct;frq;mean of constituent
1;20;2.75
2;75;2.51
3;108;2.42
4;134;2.46
5;135;2.28
6;98;2.28
7;91;2.31
8;51;2.33
9;45;2.25
10;25;2.38
11;27;2.17
12;12;2.47
13.58;19;2.4
16.0;13;2.37
21.12;16;2.4
