construct;frq;mean of constituent
1;17;3.53
2;32;2.52
3;56;2.46
4;70;2.3
5;83;2.19
6;71;2.22
7;56;2.16
8;47;2.25
9;30;2.27
10;14;2.11
11;14;2.16
12;13;2.22
15.74;19;2.3
