construct;frq;mean of constituent
1.84;32;2.53
3;39;2.21
4;51;2.39
5;52;2.33
6;56;2.41
7;37;2.17
8;22;2.24
9;20;2.26
10;15;2.34
11;10;2.42
12.45;11;2.2
17.5;14;2.27
