sent_l;frq;clause_mean_l
1;323;3.46
2;435;2.9
3;260;2.97
4;142;2.83
5;75;2.84
6;34;2.79
7;15;2.81
8;8;3.14
9;3;3.3
10;3;2.37
11;4;3.32
12;1;3.5
