constr_l;frq;mean_constit_l
1;75;2.6
2;91;2.66
3;99;2.78
4;51;2.66
5;45;2.73
6;20;2.77
7;7;2.71
8;6;2.81
9;2;2.89
10;2;2.6
11;2;2.64
13;1;2.38
