constr_l;frq;mean_constit_l
1;149;2.83
2;171;2.9
3;172;2.82
4;97;2.81
5;59;2.91
6;17;2.67
7;18;2.74
8;4;2.97
9;1;2.33
10;4;2.7
13;1;3.15
14;1;2.71
