phrase_l;frq;word_mean_l
1;159;1.85
2;30;2.18
3;24;2.35
4;10;2.2
5;3;2.2
6;3;2.61
7;1;2.57
8;2;1.94
9;2;2.67
10;3;2.1
11;1;1.91
12;1;2.08
14;1;2.0
