phrase_l;frq;word_mean_l
1;123;1.92
2;39;2.27
3;12;2.72
4;8;2.97
5;5;2.08
6;4;2.62
7;3;2.48
9;2;2.61
10;1;2.5
11;2;3.41
12;1;3.08
33;1;2.64
