phrase_l;frq;word_mean_l
1;1645;1.87
2;357;2.22
3;165;2.44
4;96;2.37
5;41;2.22
6;39;2.3
7;22;2.51
8;8;2.44
9;14;2.45
10;6;2.13
11;8;2.65
12;4;2.42
14;1;2.0
15;2;2.3
16;1;2.25
18;1;2.22
20;1;2.95
21;1;2.43
33;1;2.64
