construct;frq;mean of constituent
1;1645;1.87
2;357;2.22
3;165;2.44
4;96;2.37
5;41;2.22
6;39;2.3
7;22;2.51
8.64;22;2.45
10.57;14;2.43
16.67;12;2.4
