constr_l;frq;mean_constit_l
1;21;3.81
2;15;3.6
3;17;3.45
4;14;3.21
5;6;3.57
6;7;3.4
7;4;2.93
8;2;3.88
9;1;3.67
10;1;3.1
11;2;3.14
12;1;3.0
14;1;2.0
20;1;2.05
