constr_l;frq;mean_constit_l
1;4;5.5
2;10;3.95
3;1;2.33
4;6;3.08
5;4;3.7
6;6;3.28
7;3;3.1
8;6;3.19
9;3;3.52
10;1;3.3
11;1;2.82
12;2;3.21
13;1;2.38
16;1;2.62
