constr_l;frq;mean_constit_l
1;2;14.0
2;4;4.75
3;7;4.62
4;4;2.81
5;2;3.1
6;3;3.83
7;2;3.86
8;4;3.31
9;2;3.28
10;1;3.8
11;1;2.82
14;2;2.04
16;3;2.35
23;2;2.46
