constr_l;frq;mean_constit_l
1;9;5.44
2;10;3.8
3;16;3.46
4;15;4.02
5;12;3.78
6;9;3.28
7;13;3.52
8;8;3.19
9;5;3.09
10;4;3.15
11;4;3.09
12;2;2.58
13;1;2.15
17;3;2.41
23;1;1.96
