constr_l;frq;mean_constit_l
1;6;6.0
2;6;4.75
3;13;4.49
4;12;2.98
5;8;3.6
6;10;3.62
7;3;3.0
8;2;3.62
9;3;2.96
10;5;3.02
11;2;3.59
12;1;2.75
13;1;2.15
14;2;2.64
15;1;2.6
17;1;3.0
24;1;3.21
