phrase_l;frq;word_mean_l
1;3382;1.97
2;823;2.76
3;475;2.88
4;270;2.73
5;202;2.79
6;105;2.79
7;86;2.71
8;55;2.83
9;47;2.83
10;32;2.83
11;25;2.93
12;20;2.55
13;14;2.85
14;8;2.77
15;13;2.53
16;10;2.99
17;12;2.68
18;8;2.53
19;5;2.59
20;3;2.72
22;1;3.27
23;2;2.85
24;1;1.67
25;1;3.04
28;1;3.0
31;1;1.48
