phrase_l;frq;word_mean_l
1;673;1.93
2;164;2.65
3;90;2.72
4;65;2.7
5;41;2.72
6;27;2.8
7;15;2.38
8;11;2.73
9;8;2.51
10;5;2.68
11;3;3.15
12;2;2.46
13;4;2.69
14;1;3.0
15;5;2.76
16;1;3.12
17;4;2.72
18;1;2.33
19;1;2.58
21;1;2.24
22;1;3.27
23;1;3.13
