phrase_l;frq;word_mean_l
1;89;1.85
2;18;3.0
3;14;2.76
4;8;2.47
5;6;3.0
6;1;2.5
7;3;2.81
8;2;2.62
13;1;3.23
15;1;3.33
17;1;2.76
28;1;3.0
