phrase_l;frq;word_mean_l
1;386;1.93
2;98;2.97
3;59;3.02
4;29;2.84
5;20;2.56
6;9;2.98
7;11;2.96
8;2;3.25
9;3;2.96
10;4;3.0
11;4;3.23
13;3;2.87
16;4;3.17
18;2;2.36
