phrase_l;frq;word_mean_l
1;544;2.08
2;135;2.9
3;74;2.91
4;33;2.97
5;30;2.95
6;13;2.97
7;10;3.27
8;9;2.75
9;9;3.11
10;5;3.02
11;1;3.55
12;1;3.0
13;1;3.31
14;1;2.71
15;1;2.0
18;1;2.28
19;1;3.0
