phrase_l;frq;word_mean_l
1;241;2.0
2;56;2.53
3;34;2.78
4;19;2.55
5;21;2.61
6;7;2.79
7;5;2.89
8;5;2.62
9;5;2.49
10;3;3.1
11;3;2.55
12;1;3.0
13;2;2.77
15;1;2.07
16;1;1.56
17;1;2.88
20;1;3.0
23;1;2.57
24;1;1.67
31;1;1.48
