phrase_l;frq;word_mean_l
1;280;2.0
2;60;2.35
3;38;2.15
4;13;2.38
5;21;2.31
6;15;2.36
7;12;2.43
8;8;2.33
9;5;2.31
10;10;2.26
11;11;2.24
12;5;2.15
13;5;2.31
14;4;2.16
15;6;2.32
16;2;2.41
17;5;2.2
19;1;2.42
20;3;2.4
21;3;2.25
22;3;2.24
24;2;2.21
27;1;2.07
35;1;2.2
41;1;2.1
50;1;2.58
56;1;2.34
64;1;2.2
