phrase_l;frq;word_mean_l
1;415;1.91
2;105;2.16
3;58;2.25
4;27;2.32
5;34;2.11
6;26;2.31
7;10;2.24
8;25;2.15
9;15;2.3
10;12;2.22
11;7;2.25
12;9;2.25
13;4;2.4
14;6;2.06
15;9;2.29
16;2;2.62
17;3;2.2
18;4;2.22
19;1;2.05
20;2;2.15
21;1;2.14
22;1;2.32
23;1;2.26
24;1;1.88
25;1;2.48
27;1;2.26
28;1;2.21
29;1;2.45
43;1;2.09
49;2;2.3
52;1;2.13
53;1;2.28
64;1;2.42
