phrase_l;frq;word_mean_l
1;190;1.92
2;62;2.2
3;32;2.26
4;11;2.32
5;18;2.59
6;15;2.32
7;14;2.34
8;10;2.49
9;8;2.28
10;8;2.42
11;3;2.15
12;7;2.2
13;6;2.23
14;4;2.38
15;4;2.35
16;1;2.69
17;1;2.88
18;4;2.4
19;2;2.24
20;1;2.5
21;1;2.33
23;2;2.41
24;2;2.6
26;1;1.77
29;1;2.34
34;2;2.16
36;1;2.5
86;1;2.49
