phrase_l;frq;word_mean_l
1;232;1.72
2;112;2.0
3;38;2.12
4;26;2.4
5;20;2.17
6;15;2.04
7;13;2.0
8;12;1.99
9;9;2.2
10;4;2.12
11;5;2.27
12;6;2.24
13;3;2.08
14;7;2.07
15;3;2.24
16;6;1.91
17;1;1.76
18;5;2.09
20;2;2.33
23;2;2.22
26;1;2.15
