phrase_l;frq;word_mean_l
1;288;2.11
2;150;2.22
3;44;2.33
4;30;2.46
5;28;2.32
6;23;2.36
7;22;2.38
8;10;2.34
9;11;2.4
10;10;2.25
11;9;2.41
12;6;2.32
13;2;2.27
14;5;2.27
15;5;2.24
16;2;2.78
17;1;2.0
18;1;2.78
19;1;2.0
20;1;2.0
22;1;2.14
26;1;2.65
29;1;2.31
32;2;2.23
