phrase_l;frq;word_mean_l
1;219;1.92
2;64;2.3
3;27;2.2
4;16;2.23
5;12;2.15
6;6;2.17
7;15;2.23
8;4;2.22
9;6;2.44
10;2;2.2
11;5;2.55
12;3;2.53
13;5;2.15
14;2;2.29
15;1;2.13
16;2;2.25
17;4;2.28
18;3;2.09
20;3;2.12
21;2;2.29
22;1;2.27
23;2;2.24
24;1;2.08
25;3;2.23
26;1;2.46
28;1;2.18
31;1;2.1
44;1;2.02
